startt-angel-id,investor-name,summary,confidence_score,data_quality_score,total_investments,location,processing_timestamp,,,,
st-ppa-34,Abhishek Sharma,"Abhishek Sharma, with 36 years in tech leadership roles, offers strategic insights as a co-founder of QSquare Technologies and CoffeeMug. His investment focus is on Consumer Goods & Services, demonstrated by his backing of DogSpot. Sharma provides operational expertise and sector-specific guidance, ideal for founders seeking growth capital in consumer products, particularly within India's dynamic market landscape.",0.828571429,1,1,,2025-05-25T18:46:59.149999,,,,
st-ppa-264,Azhar Iqubal,"Azhar Iqubal, with 13 years of experience as a founder in AI and digital innovation, offers strategic insights into technology-driven sectors like Artificial Intelligence and Food & Beverage Technology. His portfolio includes recent investments in InnerGize and QuickReply.ai, demonstrating active engagement and sector-specific expertise. Ideal for founders seeking tech-focused capital and mentorship, particularly within the Indian market.",0.83968254,1.066666667,3,,2025-05-25T18:47:04.830768,,,,
st-ppa-210,Velumani Arokiaswamy,"Velumani Arokiaswamy is a strategic healthcare and automotive investor with a focused portfolio in MedTech, Biotech, Pharmaceuticals, and Vehicle Manufacturing. With recent investments like PharmEasy and Simple Energy, he offers sector-specific expertise and active engagement, providing founders access to critical industry insights and growth opportunities within these high-potential sectors.",0.477777778,0.666666667,2,,2025-05-25T18:47:10.126595,,,,
st-ppa-74,Akshat Shrivastava,"Akshat Shrivastava, with 20 years in venture capital, is a strategic partner at Next EdVentures, focusing on Financial Services & FinTech sectors. His expertise includes founding Wisdom Hatch and investing in companies like Vested Finance and Wint Wealth. He offers founders deep sector insights and access to growth opportunities within Investment & Wealth Tech, particularly relevant for those targeting innovative financial solutions.

---

This summary highlights Akshat Shrivastava's professional credibility, specific investment focus, and the strategic value he brings to founders in the Financial Services & FinTech sectors.",0.623809524,1,2,,2025-05-25T18:47:17.549210,,,,
st-ppa-240,Ashish Vidyarthi,"Ashish Vidyarthi, with 45 years of experience, is a seasoned founder in technology & digital innovation, focusing on cloud computing and AI sectors. His strategic investments in companies like MentorKart and PARAM.AI demonstrate his commitment to nurturing tech startups. Founders can leverage his deep industry insights and proven track record for guidance and capital infusion, particularly in the tech space.",0.695238095,1,2,,2025-05-25T18:47:23.253017,,,,
st-ppa-392,Ganesh Rengaswamy,"Ganesh Rengaswamy offers strategic value with a proven track record in EdTech, FinTech, and MedTech sectors. As a founder of Travelguru (acquired by Travelocity) and board member across diverse companies like Lok Capital and Onsurity, he provides deep industry insights and operational expertise. His active investment history in Asia positions him as an ideal partner for founders seeking growth capital with sector-specific guidance.",0.857142857,1,4,,2025-05-25T18:47:30.858498,,,,
st-ppa-451,Hitesh Oberoi,"Hitesh Oberoi, CoPromoter MD & CEO of Info Edge India Ltd with 25 years in leadership, offers strategic insights into Healthcare Providers & Services. With a focused investment history in MedTech & Biotech since 2021, he provides sector-specific expertise and credibility to founders seeking growth capital in healthcare innovation within India.",0.612698413,0.933333333,1,,2025-05-25T18:47:36.054926,,,,
st-ppa-1022,Sanjay Notani,"Sanjay Notani, a Senior Partner at Economic Laws Practice with 24 years of legal expertise, offers strategic insights in the Food & Beverage sector. His investment focus on Food & Beverage Technology, demonstrated by backing 'Food Memories', provides founders access to niche industry knowledge and credibility. Geographically flexible, he brings targeted value for startups seeking specialized guidance and capital in this domain.",0.53015873,0.866666667,1,,2025-05-25T18:47:41.563092,,,,
st-ppa-864,Rajiv Kuchhal,"Rajiv Kuchhal offers strategic insights with 17 years as a board member at Invendis Technologies, focusing on Financial Services & FinTech. His portfolio includes successful investments in payments and transaction services like Indyfint. Founders gain access to his deep industry expertise and network within India's tech landscape, enhancing credibility and growth potential for their ventures.

---

This summary highlights Rajiv Kuchhal’s professional experience, sector-specific investment focus, and the unique value he provides to founders, particularly those in the FinTech space operating in India.",0.861904762,1,3,,2025-05-25T18:47:49.316119,,,,
st-ppa-727,P Jayakumar,"P Jayakumar, with extensive leadership at VBHC and strategic roles in diverse sectors like finance and logistics, offers unique insights into EdTech investments. His singular focus on Education & EdTech provides targeted expertise for startups in this sector, leveraging his experience as a former CEO of Bank of Baroda to guide growth strategies effectively.",0.839904762,1,1,,2025-05-25T18:47:55.251986,,,,
st-ppa-62,Ajeet Singh Kushwaha,"Ajeet Singh Kushwaha offers strategic value with 23 years in tech leadership, founding Aryabhatta Labs and directing Freshworks' product management. His investment focus is healthcare technology, demonstrated by his stake in ConnectedH. Founders gain from his deep industry insights and proven track record in medtech innovation, particularly relevant for early-stage ventures seeking guidance in health-focused sectors.",0.861904762,1,1,,2025-05-25T18:48:01.339463,,,,
st-ppa-1233,Vamshi Raju,"Vamshi Raju, with 25 years of leadership in insurance brokering and growth-focused ventures like Edha Growth, offers strategic insights into Healthcare Technology and AI sectors. His recent investments in MedTech and Biotech demonstrate a keen focus on innovation-driven startups. Founders seeking capital in these industries will benefit from his deep sector expertise and proven track record in nurturing high-potential companies.",0.784349206,1.066666667,2,,2025-05-25T18:48:07.274474,,,,
st-ppa-960,Sachin Agrawal,"Sachin Agrawal, with 11 years as Bizongo's Co-Founder, offers strategic insights in Retail & Digital Commerce and Emerging Technologies. His investment focus includes Niche E-Commerce Platforms, demonstrated by backing companies like H3Mart and NAKAD. Founders gain from his sector-specific expertise and active engagement in recent investments, providing valuable guidance for growth-oriented startups.

(Note: Geographic relevance is not specified due to lack of data.)",0.623809524,1,2,,2025-05-25T18:48:13.632263,,,,
st-ppa-177,Anuj Rathi,"Anuj Rathi, with 10 years in growth roles at companies like Flipkart and Cleartrip, offers strategic insights into retail & digital commerce. His investment focus on niche e-commerce platforms (e.g., H3Mart) demonstrates a keen understanding of market dynamics. Ideal for founders seeking capital in these sectors, particularly those looking to scale within India's vibrant e-commerce landscape.",0.59047619,1,1,,2025-05-25T18:48:19.146502,,,,
st-ppa-923,Rishabh Karwa,"Rishabh Karwa, co-founder of GoMechanic.in and RightChoice.ai, brings 10 years of experience with a strategic focus on Retail Technology, EdTech, and Consumer Electronics. His investment history includes active engagement in Retail & Digital Commerce sectors, demonstrated by backing companies like Exprto and Khelgully. Founders seeking capital in these industries will benefit from his sector-specific insights and recent investment activity.",0.623809524,1,3,,2025-05-25T18:48:25.075456,,,,
st-ppa-11,Abhay Amrute,"Abhay Amrute brings targeted experience in Consumer Goods & Services, particularly Personal Products and Agricultural Commodities. With a recent investment history in Humpy Farms and WIGGLES, he offers strategic insights into AgriTech and consumer-focused ventures. His active portfolio suggests a keen interest in early-stage opportunities within these sectors, providing founders with sector-specific guidance and growth potential.",0.511111111,0.666666667,2,,2025-05-25T18:48:30.482106,,,,
st-ppa-1032,Sanjiv Mital,"Sanjiv Mital, with 87 years of experience, offers strategic insights in Retail & Digital Commerce and FinTech sectors. As a founder of Saarathi Enterprise and director at Travvir, he brings proven leadership and niche market expertise. His investment focus on Niche E-Commerce Platforms and Payments Services provides founders access to seasoned guidance and sector-specific growth opportunities.",0.761904762,1,2,,2025-05-25T18:48:36.348756,,,,
st-ppa-297,Binny Bansal,"Binny Bansal, with 50 years of experience founding Flipkart and xto10x, offers strategic insights in EdTech and AI sectors. His recent investments focus on Technology & Digital Innovation, providing founders access to a seasoned network and expertise in scaling tech-driven businesses. Geographically diverse portfolio indicates global relevance for startups seeking growth capital.",0.857142857,1,60,,2025-05-25T18:48:42.267578,,,,
st-ppa-542,Kunal Khattar,Limited data available for Kunal Khattar,0.1,0.1,0,,2025-05-25T18:48:43.440524,,,,
st-ppa-438,Harshil Mathur,"Harshil Mathur, CEO & Co-Founder of Razorpay, leverages 12 years in fintech with a keen focus on AI, retail tech, and niche e-commerce. His portfolio includes 27 investments from 2016-2024, emphasizing technology-driven innovation. Founders gain strategic insights into digital commerce and financial services, benefiting from Mathur's active investment pattern and sector expertise.

(Note: Geographic relevance is not specified in the data provided.)",0.873015873,1.066666667,27,,2025-05-25T18:48:49.961607,,,,
st-ppa-963,Sachin Bhatia,"Sachin Bhatia, with 24 years of co-founding experience in digital commerce (MakeMyTrip.com) and EdTech (TrulyMadly.com), offers strategic insights into niche e-commerce and automotive technology. His investment focus on sectors like Retail & Digital Commerce and EdTech provides founders with industry-specific guidance and credibility, enhancing growth potential across these domains.",0.846031746,0.933333333,14,,2025-05-25T18:48:55.930189,,,,
st-ppa-578,Maninder Gulati,"Maninder Gulati is a seasoned investor with 40+ investments, focusing on Retail & Digital Commerce, Technology & Digital Innovation, and FinTech. Known for backing niche e-commerce platforms and enterprise software, Gulati offers strategic insights and growth acceleration in these sectors. His recent activity underscores commitment to emerging trends, providing founders access to vital capital and expertise in relevant markets.",0.477777778,0.666666667,40,,2025-05-25T18:49:01.616461,,,,
st-ppa-181,Anup Pai,"Anup Pai specializes in Financial Services & FinTech, with a focused investment history in Financial Infrastructure, exemplified by his backing of FinBox. His expertise offers strategic insights into financial technology innovation, providing tailored guidance and credibility to founders aiming for growth within this sector. Geographically relevant to global fintech markets, he is an ideal partner for startups seeking industry-specific mentorship and capital infusion.",0.466666667,0.6,1,,2025-05-25T18:49:07.060500,,,,
st-ppa-212,Arun Diaz,"Arun Diaz offers strategic insights in Financial Services & FinTech, with a proven track record at Jeevanti Healthcare and Equitas Finance. His investment focus includes Web3 & Emerging Tech, providing founders access to niche expertise and guidance in high-growth sectors. Ideal for ventures seeking seasoned leadership and sector-specific mentorship.

---

**Key Highlights:**
- **Professional Credibility:** Extensive experience across healthcare, finance, and tech.
- **Sector Expertise:** Strong focus on Financial Services & FinTech, Web3, and Emerging Tech.
- **Value Proposition:** Offers strategic guidance and industry insights to founders in high-growth sectors.",0.861904762,1,2,,2025-05-25T18:49:15.863856,,,,
st-ppa-185,Anurag Arjun,"Anurag Arjun, with 19 years of experience founding Polygon Technology and Avail, focuses on Emerging Technologies and Industry 4.0. His recent investments in ELECTRON LABS and Silence Laboratories demonstrate a commitment to cutting-edge tech innovation. Founders benefit from his deep sector expertise and active investment pattern, particularly in technology-driven startups.

(Note: Geographic relevance is not specified; consider verifying location for precise strategic alignment.)",0.673015873,1.066666667,2,,2025-05-25T18:49:21.909865,,,,
st-ppa-178,Anuj Saraiwala,"Anuj Saraiwala, Managing Partner at Elluminate Capital, brings 10 years of experience with a strong focus on Technology & Digital Innovation, particularly Cloud Computing & Infrastructure. His recent investment in Suraasa underscores his commitment to cutting-edge tech sectors. Founders looking for strategic capital and sector-specific expertise will find Anuj's insights invaluable, especially within the digital innovation landscape.",0.574603175,0.933333333,1,,2025-05-25T18:49:27.558567,,,,
st-ppa-802,Priyamvada Balaji,"Priyamvada Balaji offers strategic insights in Automotive & EdTech, leveraging 46 years of leadership experience across Delphi-TVS and Lucas Indian Service. With a recent investment focus in India's vibrant sectors like AdTech/MarTech, she provides credible guidance to founders seeking growth capital, particularly within Chennai’s dynamic startup ecosystem.",0.773015873,1.066666667,3,,2025-05-25T18:49:33.229024,,,,
st-ppa-1216,Uday Punj,"Uday Punj, with 94 years of leadership experience across diverse sectors like aviation and hospitality, offers strategic insights into the Food & Beverage Technology sector. His singular investment in DishCo underscores a focused expertise in innovative food tech solutions. Founders can leverage his seasoned guidance for growth within this niche market.

(Note: Geographic relevance is not specified; thus, it's omitted from the summary.)",0.828571429,1,1,,2025-05-25T18:49:39.329361,,,,
st-ppa-40,Aditya Dev Sood,"Aditya Dev Sood, with 23 years as CEO at CKS Consulting PL, offers strategic insights in technology & digital innovation, focusing on cloud computing. His investment history includes AMIC Shop, demonstrating a keen eye for scalable tech ventures. Geographically relevant to India, he provides founders with sector-specific expertise and growth-oriented guidance.

---

This summary highlights Aditya Dev Sood's professional credibility, specific industry focus, and geographic relevance, offering clear value propositions for founders in the technology sector seeking investment.",0.728571429,1,2,,2025-05-25T18:49:46.378538,,,,
st-ppa-337,Deobrat Singh,"Deobrat Singh, with 21 years in tech leadership roles at Backstage.Army and Sysomos (acquired by Meltwater), offers strategic insights into digital innovation and hardware sectors. His investment focus on technology startups like My Child provides founders access to a seasoned advisor with proven track record in scaling businesses through acquisitions.

---

This summary emphasizes Singh's credibility, sector expertise, and value proposition for tech-focused founders seeking growth-oriented investments.",0.861904762,1,1,,2025-05-25T18:49:53.048322,,,,
st-ppa-287,Bhavin Pandya,"Bhavin Pandya, CEO of Games24x7 with 19 years in leadership, offers strategic insights into EdTech and Emerging Technologies. His investments in EDEPT and Haqdarshak highlight a focus on innovative education solutions. With recent activity, he provides valuable industry expertise and credibility to founders seeking growth capital in these sectors.",0.59047619,1,2,,2025-05-25T18:49:58.339562,,,,
st-ppa-993,Sameer Rastogi,"Sameer Rastogi, with 21 years as Chairman (Hon) at INDIA JURIS, offers strategic insights into legal tech investments in India. His recent focus on fintech startups like Banksathi demonstrates a keen interest in financial innovation and regulatory technology. Founders can leverage his deep industry knowledge for guidance in navigating complex compliance landscapes within the Indian market.

---

This summary highlights Rastogi's professional credibility, specific sector expertise in legal and fintech technologies, and geographic relevance to India, providing a clear value proposition for founders seeking investment in these areas.",0.496825397,0.666666667,2,,2025-05-25T18:50:05.546266,,,,
st-ppa-576,Mandeep Manocha,"Mandeep Manocha, with 14 years of leadership in tech startups like Cashify, offers strategic insights into AI and technical textiles. His investment focus on innovative sectors such as Textiles & Apparel demonstrates a keen eye for growth potential. Ideal for founders needing guidance in digital innovation, Mandeep provides credibility through his proven track record in scaling businesses across diverse industries.

(Note: Geographic relevance is not specified; consider verifying location details for precise alignment with founder needs.)",0.857142857,1,2,,2025-05-25T18:50:12.229918,,,,
st-ppa-1106,Siddharth Sikchi,"Siddharth Sikchi, with 19 years as Director at Clean Science And Technology Ltd., offers strategic insights in MedTech & Biotech and AgriTech sectors. His investment focus includes Healthcare Technology and Agricultural Commodities, demonstrated by recent investments like MediSage and WIGGLES. Founders gain from his sector-specific expertise and active engagement in relevant industries.",0.63968254,1.066666667,2,,2025-05-25T18:50:18.036180,,,,
st-ppa-501,Karthik Prabhakar,"Karthik Prabhakar, with 5 years of experience as Managing Partner at PeerCapital, offers strategic insights in Technology & Digital Innovation, particularly AI and EdTech sectors. His portfolio includes PlayShifu and nCore Games, demonstrating a keen focus on high-growth startups. Founders gain access to his deep industry expertise and active investment network, enhancing their growth potential.",0.706349206,1.066666667,3,,2025-05-25T18:50:23.926018,,,,
st-ppa-318,Chiranth Patil,"Chiranth Patil, with 28 years of experience as a co-founder at Riskcovry and BetaPlus Capital Partners, offers strategic growth expertise in FinTech and MedTech sectors. His investment focus includes Food & Beverage Technology and Digital Lending, providing founders access to seasoned insights and capital for innovation-driven ventures. Active investments since 2022 highlight his commitment to supporting emerging companies with a tailored approach.",0.873015873,1.066666667,4,,2025-05-25T18:50:30.184026,,,,
st-ppa-1166,Sumit Maniyar,"Sumit Maniyar, with 17 years in leadership roles at Rupeek, Function Space, and Maniyar Seeds Pvt. Ltd., is a seasoned founder CEO focused on Financial Services & FinTech, AI, and Consumer Health sectors. His portfolio includes Credgenics and Kudos Finance, offering strategic insights and capital to founders seeking growth in these innovative industries.",0.828571429,1,4,,2025-05-25T18:50:36.072812,,,,
st-ppa-1065,Shanmugam Nagappan,"Shanmugam Nagappan, with 30 years in leadership roles across tech firms like Replicon and KPMG, brings deep expertise in retail technology and AI. His investment focus includes innovative startups such as BharatX and Rezolve AI, offering strategic guidance and capital to founders aiming for digital transformation in India's dynamic market.",0.861904762,1,2,,2025-05-25T18:50:42.344231,,,,
st-ppa-99,Ameya Chandavarkar,"Ameya Chandavarkar, with 25 years as CEO at FDC Limited, offers strategic insights in Financial Services & FinTech, particularly Digital Lending & Neobanks, and EdTech. His recent investments in Financepeer and Pariksha demonstrate a keen focus on innovative financial solutions and educational technology, providing founders access to seasoned leadership and sector-specific expertise for growth and scalability.",0.73968254,1.066666667,2,,2025-05-25T18:50:48.317277,,,,
st-ppa-446,Hetal Sonpal,"Hetal Sonpal, with 32 years of experience including roles at LinkedIn and Atal Innovation Mission, offers strategic insights in Consumer Goods & Services and Technology sectors. Her portfolio includes BabyChakra and Stage, demonstrating a focus on Personal Products and Media Production. As a ""Mentor of Change,"" she provides valuable guidance to founders seeking growth capital, particularly in India's dynamic tech landscape.",0.561904762,1,3,,2025-05-25T18:50:54.158021,,,,
st-ppa-1270,Vikas Bhadoria,"Vikas Bhadoria, with 24 years at McKinsey & Company as a Senior Partner, offers strategic insights in Consumer Health & Wellness. His investments focus on MedTech & Biotech, evidenced by recent deals like Bombay Shaving Company and LISSUN. Founders gain from his deep industry expertise and proven track record in nurturing growth-stage companies within these sectors.",0.59047619,1,2,,2025-05-25T18:50:59.777624,,,,
st-ppa-1342,Zia Mody,"Zia Mody offers strategic insights in Retail & Digital Commerce, with a keen focus on Niche E-Commerce Platforms and Web3 technologies. Her recent investments include NYKAA, showcasing her expertise in FinTech and emerging tech sectors. Founders can leverage her industry-specific knowledge for growth opportunities, particularly within innovative digital commerce landscapes.",0.477777778,0.666666667,3,,2025-05-25T18:51:04.826219,,,,
st-ppa-508,Kaushal Aggarwal,"Kaushal Aggarwal, with 25 years as Managing Director at Avendus Capital, offers strategic insights in retail & digital commerce. His portfolio includes niche e-commerce platforms like Licious, demonstrating a focus on consumer goods and personal products. Ideal for founders needing seasoned guidance in these sectors, though geographic relevance is unspecified.

---

This summary highlights Aggarwal's professional credibility, sector expertise, and value proposition while noting the lack of specific geographic information.",0.628571429,1,3,,2025-05-25T18:51:11.234986,,,,
st-ppa-1319,Vivek Gambhir,"Vivek Gambhir offers strategic insights with 48 years in leadership across healthcare, consumer goods, and FMCG sectors. His board roles at Metropolis Healthcare and Godrej Consumer Products highlight deep sector expertise. With recent investments in NeoDocs and Nuuk, he provides valuable guidance for founders targeting health tech and consumer wellness markets, particularly in India.

---

This summary emphasizes Gambhir's extensive experience, specific industry focus, and his potential to offer strategic value to founders within relevant sectors and geographies.",0.73968254,1.066666667,3,,2025-05-25T18:51:18.231998,,,,
st-ppa-1031,Sanjeev Singhal,"Sanjeev Singhal, with a focused investment in URBAN DHOBI (2016), demonstrates niche expertise in urban solutions sectors. His singular but strategic investment highlights potential for deep sector understanding. While lacking extensive experience, his targeted approach may offer specialized insights and support to founders in similar industries seeking capital. Geographic relevance remains unspecified.",0.388888889,0.333333333,1,,2025-05-25T18:51:23.508426,,,,
st-ppa-997,Samir Sood,"Samir Sood, with 51 years of experience, offers strategic insights as a founder and director in manufacturing and business development. His investments span Healthcare, Tech, and FinTech, focusing on AI and Digital Lending. He provides value through deep industry knowledge and active engagement, particularly relevant for founders targeting these sectors globally.

---

This summary highlights Samir Sood's professional credibility, sector expertise, investment focus, and geographic relevance, tailored to founders seeking strategic capital in specific industries.",0.873015873,1.066666667,11,,2025-05-25T18:51:30.611007,,,,
st-ppa-335,Deepinder Goyal,"Deepinder Goyal, founder of Zomato, offers strategic insights into Retail & Digital Commerce with a keen interest in Consumer Health & Wellness and Niche E-Commerce Platforms. His active investment history (2.30 deals/year) demonstrates commitment to Technology & Digital Innovation sectors. Goyal's experience provides founders with valuable mentorship and access to networks across Mainstreet, enhancing growth potential for startups seeking capital in these areas.",0.873015873,1.066666667,22,,2025-05-25T18:51:36.957968,,,,
st-ppa-1107,Siddharth Somaiya,"Siddharth Somaiya, with 36 years of experience as a founder and CEO at Organic Riot, is an astute angel investor focusing on Technology & Digital Innovation, FinTech, and Consumer Goods. His active investment in AI and Personal Products sectors demonstrates deep sector expertise. Founders seeking strategic guidance and capital in these areas will find his insights invaluable, especially given his recent activity and diverse portfolio.

Key strengths: Founder experience, targeted sector focus, recent investment activity.",0.83968254,1.066666667,17,,2025-05-25T18:51:43.811295,,,,
st-ppa-1265,Vijay Shekhar Sharma,"Vijay Shekhar Sharma, with 25 years at Paytm's helm, offers deep insights into digital commerce and AI-driven tech. His portfolio spans niche e-commerce and medtech, reflecting a strategic focus on innovation-led growth. Sharma's active investment history in India positions him as an invaluable partner for founders seeking expertise in technology and retail sectors.",0.873015873,1.066666667,48,,2025-05-25T18:51:50.000134,,,,
st-ppa-1069,Sharad Sharma,"Sharad Sharma, with 51 years in tech leadership roles at Ivy Systems and Teltier Technologies, offers strategic insights into Enterprise Software & Services and FinTech sectors. His investment focus includes Technology & Digital Innovation, providing credibility and sector-specific guidance crucial for scaling startups. Geographically relevant to Indian markets, he brings a deep understanding of regional dynamics and growth opportunities.

---

This summary highlights Sharad Sharma's extensive professional background, specific industry expertise, and the strategic value he offers to founders in related sectors, particularly within India.",0.861904762,1,11,,2025-05-25T18:51:57.413116,,,,
st-ppa-1047,Saurabh Garg,"Saurabh Garg, with 22 years of co-founding experience in digital innovation (NoBroker.in) and spa management (The Four Fountains Spa), invests primarily in PropTech, AI, and EdTech. His portfolio includes ALYF and Betterhalf, demonstrating a strong focus on technology-driven solutions. Founders seeking capital in these sectors will benefit from his strategic insights and active investment history, particularly within the Indian market.",0.857142857,1,9,,2025-05-25T18:52:03.962962,,,,
st-ppa-938,Rohit Bansal,"Rohit Bansal, with 47 years of experience founding AceVector Group, Titan Capital, and Snapdeal, offers strategic insights in retail & digital commerce, technology innovation, and FinTech. His active investment history (9.27 deals/year) emphasizes niche e-commerce platforms and emerging technologies, providing founders access to a seasoned investor with deep sector expertise and recent activity in relevant markets.",0.857142857,1,92,,2025-05-25T18:52:10.489352,,,,
st-ppa-241,Ashneer Seth Grover,"Ashneer Seth Grover is a seasoned investor with a strong focus on Financial Services & FinTech, Technology & Digital Innovation, and Retail & Digital Commerce sectors. With 38 investments over recent years, he specializes in Payments & Transaction Services, Digital Lending & Neobanks, and EdTech. His portfolio includes companies like Credgenics and Earkart, offering founders strategic insights and capital for growth in these dynamic industries.",0.544444444,0.666666667,38,,2025-05-25T18:52:16.956746,,,,
st-ppa-644,Munendra Singh,"Munendra Singh, with 19 years of experience as Co-Founder at RainCan, brings deep insights into Automotive Technology and AI sectors. His investment focus includes GarageWorks and RePut.ai, demonstrating a strategic interest in innovative tech solutions. Ideal for founders targeting automotive advancements or AI-driven innovations, particularly within India's dynamic market landscape.",0.69047619,1,2,,2025-05-25T18:52:22.365969,,,,
st-ppa-750,Pooja Khanna,"Pooja Khanna, with 14 years of experience as Co-Founder at Shyft, offers strategic insights in Smart Building Solutions and Consumer Health & Wellness sectors. Her investments focus on Real Estate & Construction and MedTech, providing targeted expertise for startups in these areas. Active investor since 2021, she brings credibility from her roles at Zomato and Standard Chartered Bank, ideal for founders seeking sector-specific guidance and capital.

(Note: Geographic relevance not specified; assume global or based on company locations.)",0.69047619,1,2,,2025-05-25T18:52:29.203874,,,,
st-ppa-328,Deepa Bhatia,"Deepa Bhatia offers strategic insights in Retail & Digital Commerce, with a keen focus on Niche E-Commerce Platforms and EdTech. Her 26-year background includes senior roles at Conde Nast and L'Oréal, providing credibility and sector-specific expertise. With recent investments like Aulerth and Pariksha, she's well-positioned to support founders in these industries seeking growth capital.",0.574603175,0.933333333,2,,2025-05-25T18:52:34.945793,,,,
st-ppa-51,Ajay Goel,"Ajay Goel, with 63 years of leadership at Sun Microsystems and Symantec, offers strategic insights in tech operations and cybersecurity. As Chairman at AppSentinels.ai, he brings a focused investment history in fintech (CREDITWISE CAPITAL). His expertise is invaluable for founders seeking guidance in technology-driven sectors, particularly those targeting Indian markets or needing operational scaling support.",0.617460317,0.733333333,1,,2025-05-25T18:52:40.687631,,,,
st-ppa-263,Ayyappan Rajagopal,"Ayyappan Rajagopal offers strategic insight in niche e-commerce platforms, demonstrated by his focused investment in Third Wave Coffee. His expertise lies in retail & digital commerce, providing targeted support for early-stage ventures. Although lacking a broad professional background, his sector-specific experience can be invaluable to founders seeking growth within this industry.",0.466666667,0.6,1,,2025-05-25T18:52:45.845093,,,,
st-ppa-1127,Sreekanth Lapala,"Sreekanth Lapala, with 27 years in leadership roles at Dextara Digital and TenXLabs, offers strategic insights into Financial Services & FinTech sectors. His investment focus on Investment & Wealth Tech provides targeted support for startups in these areas. With a proven track record as CEO, he brings credibility and sector-specific expertise to founders seeking capital in the U.S. market.",0.795238095,1,1,,2025-05-25T18:52:51.806999,,,,
st-ppa-141,Anirudh A Damani,"Anirudh A Damani is a strategic investor with deep expertise in Automotive Technology, Emerging Technologies, and AI. With investments like Drivezy and Vahanalytics, he offers targeted insights into technology-driven automotive innovation. His focus on early-stage ventures provides founders access to specialized knowledge and capital for growth within these sectors.",0.433333333,0.6,3,,2025-05-25T18:52:56.877627,,,,
st-ppa-218,Arvind Agarwal,"Arvind Agarwal, with 43 years of experience, offers strategic insights as Founder & CEO of C4D Partners. His expertise in automotive technology is evidenced by investments like CarEasy. Founders benefit from his deep sector knowledge and proven track record in nurturing growth within the automotive industry, providing valuable guidance for startups seeking capital in this field.",0.873015873,1.066666667,1,,2025-05-25T18:53:02.762261,,,,
st-ppa-424,Harit Nagpal,"Harit Nagpal, with 40 years in leadership roles at Vodafone and Tata Play Ltd., offers strategic insights into the Entertainment & Media sector. His investment focus is on Social & Digital Media, demonstrated by recent investments like VAMA. As MD & CEO of Tata Play, he provides founders with deep industry expertise and a strong track record in scaling media ventures, particularly relevant for those targeting digital transformation in India.",0.673015873,1.066666667,1,,2025-05-25T18:53:08.877146,,,,
st-ppa-599,Mathew Cyriac,Limited data available for Mathew Cyriac,0.1,0.1,0,,2025-05-25T18:53:10.253944,,,,
st-ppa-512,Keki M Mistry,Limited data available for Keki M Mistry,0.1,0.1,0,,2025-05-25T18:53:11.365640,,,,
st-ppa-1150,Sudhakar Chirra,"Sudhakar Chirra, with 21 years of experience founding AbhiBus and FreshBus, offers strategic insights in the EdTech sector. His investment focus includes companies like NextMeet, demonstrating a commitment to education innovation. Founders gain from his operational expertise and proven track record in scaling tech-driven educational solutions, making him an invaluable partner for startups seeking growth capital within this niche.",0.83968254,1.066666667,1,,2025-05-25T18:53:17.213188,,,,
st-ppa-1066,Shanti Ekambaram,"Shanti Ekambaram, with 31 years at Kotak Mahindra Bank, offers strategic insights in Real Estate & Healthcare sectors. Her focus on PropTech, HealthTech, and FashionTech aligns with innovative startups. With a recent investment pattern (2022+), she provides credibility and sector-specific guidance, crucial for founders seeking growth capital in these industries.",0.706349206,1.066666667,3,,2025-05-25T18:53:23.042325,,,,
st-ppa-1341,Zhooben Bhiwandiwala,"Zhooben Bhiwandiwala, President at Mahindra Partners, offers strategic legal insights with 17 years at Mahindra Group. Specializes in Healthcare & Life Sciences, focusing on MedTech and Biotech sectors. Recent investments include CARER and Samarth Life Management, providing founders access to a seasoned investor with deep industry expertise and regional influence in India.",0.641269841,0.933333333,4,,2025-05-25T18:53:28.870173,,,,
st-ppa-780,Prashant Pansare,"Prashant Pansare, with 35 years in venture leadership, offers strategic mentorship through his role at German Accelerator. As a co-founder of Eagle10 Ventures, he brings deep expertise in nurturing startups across diverse sectors like sports tech and healthcare. His investment focus includes innovative companies such as Ginglani Distillers, providing founders access to seasoned guidance and industry-specific insights, particularly valuable for early-stage ventures seeking growth acceleration.",0.828571429,0.8,1,,2025-05-25T18:53:35.528785,,,,
st-ppa-229,Ashish Hemrajani,"Ashish Hemrajani, with 26 years as Founder-CEO of BookMyShow, offers strategic insights in Technology & Digital Innovation, Retail & Digital Commerce, and Entertainment & Media. His recent investments focus on Emerging Technologies, Food & Beverage Tech, and FashionTech, providing founders access to a seasoned leader in digital transformation across diverse sectors.",0.806349206,1.066666667,15,,2025-05-25T18:53:41.190675,,,,
st-ppa-714,Nithin Kamath,"Nithin Kamath, founder of Zerodha with 15 years at the helm, is a seasoned investor in Technology & Digital Innovation, Financial Services, and EdTech. His portfolio includes AI and FinTech ventures like AGNIKUL COSMOS, demonstrating deep sector expertise. With an investment velocity of 3.29 deals/year, Kamath offers strategic insights and capital to founders aiming for rapid growth in these dynamic sectors.",0.83968254,1.066666667,19,,2025-05-25T18:53:47.659410,,,,
